id,label,comment,subPropertyOf,equivalentProperty,subproperties,domainIncludes,rangeIncludes,inverseOf,supersedes,supersededBy,isPartOf
https://schema.org/applicationContact,applicationContact,この求人情報に関するお問い合わせ先。,,,,https://schema.org/JobPosting,https://schema.org/ContactPoint,,,,
https://schema.org/applicationDeadline,applicationDeadline,次期入学サイクルにおいて、プログラムが申請受付を停止する日付。,,,,https://schema.org/EducationalOccupationalProgram,https://schema.org/Date,,,,
https://schema.org/applicationStartDate,applicationStartDate,次期入学サイクルにおいて、プログラムが申請受付を開始する日付。,,,,https://schema.org/EducationalOccupationalProgram,https://schema.org/Date,,,,
https://schema.org/applicationSubCategory,applicationSubCategory,"アプリケーションのサブカテゴリ、例: 'Arcade Game'。",,,,https://schema.org/SoftwareApplication,"https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/applicationSuite,applicationSuite,アプリケーションが属するアプリケーションスイートの名前（例：ExcelはOfficeに属します）。,,,,https://schema.org/SoftwareApplication,https://schema.org/Text,,,,
https://schema.org/appliesToDeliveryMethod,appliesToDeliveryMethod,配送料金または支払い料金の仕様が適用される配送方法。,,,,"https://schema.org/DeliveryChargeSpecification, https://schema.org/PaymentChargeSpecification",https://schema.org/DeliveryMethod,,,,
https://schema.org/appliesToPaymentMethod,appliesToPaymentMethod,支払料金仕様が適用される支払い方法(s)。,,,,https://schema.org/PaymentChargeSpecification,https://schema.org/PaymentMethod,,,,
https://schema.org/archiveHeld,archiveHeld,"コレクション、<a href=""https://en.wikipedia.org/wiki/Fonds"">所蔵品</a>、または<a class=""localLink"" href=""https://schema.org/ArchiveOrganization"">ArchiveOrganization</a>によって保有、保管、または維持されている品物。",,,,https://schema.org/ArchiveOrganization,https://schema.org/ArchiveComponent,https://schema.org/holdingArchive,,,
https://schema.org/area,area,ユーザーがブロードキャストサービスに到達できる範囲。,,,,https://schema.org/BroadcastService,https://schema.org/Place,,,https://schema.org/serviceArea,
https://schema.org/areaServed,areaServed,サービスまたは提供される商品が提供される地理的範囲。,,,"https://schema.org/availableAtOrFrom, https://schema.org/eligibleRegion","https://schema.org/ContactPoint, https://schema.org/DeliveryChargeSpecification, https://schema.org/Demand, https://schema.org/Offer, https://schema.org/Organization, https://schema.org/Service","https://schema.org/AdministrativeArea, https://schema.org/GeoShape, https://schema.org/Place, https://schema.org/Text",,https://schema.org/serviceArea,,
https://schema.org/arrivalAirport,arrivalAirport,フライトが終着する空港。,,,,https://schema.org/Flight,https://schema.org/Airport,,,,
https://schema.org/arrivalBoatTerminal,arrivalBoatTerminal,ボートが到着するターミナルまたは港。,,,,https://schema.org/BoatTrip,https://schema.org/BoatTerminal,,,,
https://schema.org/arrivalBusStop,arrivalBusStop,バスが到着する停留所または駅。,,,,https://schema.org/BusTrip,"https://schema.org/BusStation, https://schema.org/BusStop",,,,
https://schema.org/arrivalGate,arrivalGate,フライトの到着ゲートの識別子。,,,,https://schema.org/Flight,https://schema.org/Text,,,,
https://schema.org/arrivalPlatform,arrivalPlatform,電車が到着するプラットフォーム。,,,,https://schema.org/TrainTrip,https://schema.org/Text,,,,
https://schema.org/arrivalStation,arrivalStation,電車旅行が終わる駅。,,,,https://schema.org/TrainTrip,https://schema.org/TrainStation,,,,
https://schema.org/arrivalTerminal,arrivalTerminal,フライトの到着ターミナルの識別子。,,,,https://schema.org/Flight,https://schema.org/Text,,,,
https://schema.org/arrivalTime,arrivalTime,予想される到着時間。,,,,https://schema.org/Trip,"https://schema.org/DateTime, https://schema.org/Time",,,,
https://schema.org/artEdition,artEdition,"作品が複数部制作される場合の部数 - 例えば、限定版20部のプリントの場合、「artEdition」は総部数（この例では「20」）を指します。",,,,https://schema.org/VisualArtwork,"https://schema.org/Integer, https://schema.org/Text",,,,
https://schema.org/artMedium,artMedium,使用素材。（例：オイル、水彩、アクリル、リノプリント、大理石、シアンタイプ、デジタル、リトグラフ、ドライポイント、インタリア、パステル、木版画、鉛筆、複合メディアなど）,https://schema.org/material,,,https://schema.org/VisualArtwork,"https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/arterialBranch,arterialBranch,動脈構造を構成する枝。,,,,https://schema.org/Artery,https://schema.org/AnatomicalStructure,,https://schema.org/branch,,
https://schema.org/artform,artform,絵画、ドローイング、彫刻、版画、写真、アッサンブラージュ、コラージュなど。,,,,https://schema.org/VisualArtwork,"https://schema.org/Text, https://schema.org/URL",,,,
https://schema.org/articleBody,articleBody,記事の本文です。,,,,https://schema.org/Article,https://schema.org/Text,,,,
https://schema.org/articleSection,articleSection,雑誌や新聞の記事は、スポーツ、ライフスタイルなどの「セクション」の1つまたは複数に属することがあります。,,,,https://schema.org/Article,https://schema.org/Text,,,,
https://schema.org/artist,artist,作品の主要なアーティスト、例えば主要なアートワークが水彩やデジタルペイントなどの鉛筆やデジタル線画以外の媒体で行われた場合。,,,,"https://schema.org/ComicIssue, https://schema.org/ComicStory, https://schema.org/VisualArtwork",https://schema.org/Person,,,,
https://schema.org/artworkSurface,artworkSurface,アート作品の支持体材料、例：キャンバス、紙、木材、ボードなど。,,,,https://schema.org/VisualArtwork,"https://schema.org/Text, https://schema.org/URL",,https://schema.org/surface,,
https://schema.org/aspect,aspect,医療実践において、ページ上で検討される側面、例えば「診断」、「治療」、「原因」、「予後」、「病因」、「疫学」など。,,,,https://schema.org/MedicalWebPage,https://schema.org/Text,,,https://schema.org/mainContentOfPage,
https://schema.org/assembly,assembly,"ライブラリファイル名 (例: mscorlib.dll, system.web.dll)。",,,,https://schema.org/APIReference,https://schema.org/Text,,,https://schema.org/executableLibraryName,
https://schema.org/assemblyVersion,assemblyVersion,"関連する製品/技術のバージョン。例：.NET Framework 4.5。",,,,https://schema.org/APIReference,https://schema.org/Text,,,,
https://schema.org/assesses,assesses,記述されている項目は、参照されている用語によって定義された能力または学習成果を評価することを意図しています。,,,,"https://schema.org/CreativeWork, https://schema.org/EducationEvent, https://schema.org/LearningResource","https://schema.org/DefinedTerm, https://schema.org/Text",,,,
https://schema.org/associatedAnatomy,associatedAnatomy,このエンティティに関連する基礎となる臓器系または構造の解剖学。,,,,"https://schema.org/MedicalCondition, https://schema.org/PhysicalActivity","https://schema.org/AnatomicalStructure, https://schema.org/AnatomicalSystem, https://schema.org/SuperficialAnatomy",,,,
https://schema.org/associatedArticle,associatedArticle,メディアオブジェクトに関連付けられたNewsArticle。,,,,https://schema.org/MediaObject,https://schema.org/NewsArticle,,,,
https://schema.org/associatedMedia,associatedMedia,このCreativeWorkをエンコードするメディアオブジェクト。このプロパティは、encodingの同義語です。,,,,"https://schema.org/CreativeWork, https://schema.org/HyperToc, https://schema.org/HyperTocEntry",https://schema.org/MediaObject,,,,
https://schema.org/associatedPathophysiology,associatedPathophysiology,該当する場合は、解剖学的システムに関連する病態生理の説明（システムの機械的、物理的、生化学的機能における潜在的な異常な変化を含む）。,,,,"https://schema.org/AnatomicalStructure, https://schema.org/AnatomicalSystem, https://schema.org/SuperficialAnatomy",https://schema.org/Text,,,,
https://schema.org/athlete,athlete,スポーツチームでプレーするメンバー、コーチとは対照的な選手。,,,,https://schema.org/SportsTeam,https://schema.org/Person,,,,
https://schema.org/attendee,attendee,イベントに参加する個人または組織。,,,,https://schema.org/Event,"https://schema.org/Organization, https://schema.org/Person",,https://schema.org/attendees,,
https://schema.org/attendees,attendees,イベントに参加する人。,,,,https://schema.org/Event,"https://schema.org/Organization, https://schema.org/Person",,,https://schema.org/attendee,
